genome,Kingdom,Phylum,Class,Order,Family,Genus,Species
GCA_934358235.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,Lachnospira sp934358235
GCA_934154785.1,Bacteria,Bacillota,Bacilli,RF39,UBA660,SIG204,SIG204 sp934154785
GCA_905205855.1,Bacteria,Bacillota_A,Clostridia,Monoglobales,Monoglobaceae,Ructibacterium,Ructibacterium sp905205855
GCA_934234215.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,CAKQHB01,CAKQHB01 sp934234215
GCA_003481745.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia stercoris
GCF_014287635.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,1XD42-69,1XD42-69 sp014287635
GCA_019423565.1,Bacteria,Bacillota,Bacilli,RF39,UBA660,CAG-433,CAG-433 sp019423565
GCA_022717655.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia sp022717655
GCA_934320845.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Butyribacter,Butyribacter sp934320845
GCA_934481385.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,Ruminococcus sp934481385
GCF_000156655.1,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,Holdemanella biformis
GCF_003252795.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Pasteurellaceae,Haemophilus_D,Haemophilus_D parainfluenzae_K
GCA_900554635.1,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,UMGS1781,UMGS1781 sp900554635
GCA_022764465.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,RUG115,RUG115 sp022764465
GCA_000433915.1,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,CAG-793,CAG-793 sp000433915
GCA_900543055.1,Bacteria,Bacillota,Bacilli,RF39,UBA660,UBA3789,UBA3789 sp900543055
GCA_934631025.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,CAG-74,Firm-10,Firm-10 sp934631025
GCA_934630975.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,CAG-74,Ventricola,Ventricola sp934630975
GCA_900539095.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus_D,Ruminococcus_D sp900539095
GCA_003525075.1,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,CAG-269,CAG-269 sp003525075
GCA_900545285.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus_C,Ruminococcus_C sp900545285
GCA_934476455.1,Bacteria,Bacillota_A,Clostridia,UMGS1883,UMGS1883,UMGS1883,UMGS1883 sp934476455
GCA_934316845.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Eubacterium_F,Eubacterium_F sp934316845
GCA_900546285.1,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,UBA636,UBA636 sp900546285
GCA_018223435.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Limivivens,Limivivens sp900543575
GCA_002437905.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,UBA5905,UBA5905 sp002437905
GCA_000437255.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus_C,Ruminococcus_C sp000437255
GCA_900554775.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,UMGS1491,UMGS1491 sp900554775
GCA_934402155.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,Blautia_A sp934402155
GCA_934385225.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,CAG-272,SIG710,SIG710 sp934385225
GCA_934320655.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,W0P33-017,W0P33-017 sp934320655
GCA_025152405.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter lactaris
GCA_934875375.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,UBA3818,UBA3818 sp900557155
GCA_022009855.1,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,Victivallaceae,Victivallis,Victivallis sp900550905
GCA_934140575.1,Bacteria,Bacillota,Bacilli,RF39,UBA660,UBA3789,UBA3789 sp934140575
GCA_934668285.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,Faecousia sp934668285
GCA_934339135.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Butyribacter,Butyribacter sp934339135
GCA_934675735.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,CAG-74,Ventricola,Ventricola sp934675735
GCA_900763175.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,Blautia_A sp900763175
GCA_934636045.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,Faecousia sp934636045
GCA_012519155.1,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp012519155
GCA_900545935.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,CAG-272,UMGS911,UMGS911 sp900545935
GCA_934351925.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-882,CAG-882 sp934351925
GCA_900553925.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Wujia,Wujia sp900553925
GCF_022174665.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Wujia,Wujia sp022174665
GCA_905193225.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,UMGS1484,UMGS1484 sp905193225
GCA_934122395.1,Bacteria,Bacillota,Bacilli,RF39,UBA660,RGIG3091,RGIG3091 sp934122395
GCA_905199755.1,Bacteria,Bacillota_A,Clostridia,UBA1381,UBA1381,UBA4716,UBA4716 sp905199755
GCA_905194705.1,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Bulleidia,Bulleidia sp905194705
GCA_900543445.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Agathobacter sp900543445
GCA_934343805.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,Lachnospira sp934343805
GCA_934567745.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,Evtepia,Evtepia sp934567745
GCA_934129945.1,Bacteria,Bacillota,Bacilli,RF39,UBA660,RUG14121,RUG14121 sp934129945
GCA_003507655.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,UBA11774,UBA11774 sp003507655
GCA_934503195.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,CAG-272,Flemingibacterium,Flemingibacterium sp934503195
GCA_905209435.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,Blautia_A sp905209435
GCA_000435515.1,Bacteria,Bacillota,Bacilli,RF39,UBA660,CAG-582,CAG-582 sp000435515
GCA_002404395.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,CAG-272,UBA4717,UBA4717 sp002404395
GCA_900555125.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,Pumilibacteraceae,UMGS1795,UMGS1795 sp900555125
GCA_934613185.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,MARSEILLE-P3954,RGIG9107,RGIG9107 sp934613185
GCA_934409175.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,Blautia_A sp934409175
GCA_934631995.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,CAKUOV01,CAKUOV01 sp934631995
GCA_022768945.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,Borkfalkiaceae,RGIG3732,RGIG3732 sp022768945
GCA_900768995.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,CAG-353,CAG-353 sp900768995
GCA_934167665.1,Bacteria,Bacillota,Bacilli,RF39,UBA660,CAG-877,CAG-877 sp934167665
GCA_934307085.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum sp934307085
GCA_022768745.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Pararoseburia,Pararoseburia sp022768745
GCA_000437315.1,Bacteria,Bacillota,Bacilli,RF39,UBA660,UBA6448,UBA6448 sp000437315
GCA_934670175.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,CAG-74,SFTH01,SFTH01 sp934670175
GCA_934446065.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,CAG-272,UMGS1312,UMGS1312 sp934446065
GCA_900772425.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,Lachnospira sp900772425
GCA_934663625.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,CAG-74,SFTH01,SFTH01 sp934663625
GCA_934130545.1,Bacteria,Bacillota,Bacilli,RF39,UBA660,UBA6414,UBA6414 sp934130545
GCA_002329395.1,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,UBA1436,UBA1436 sp002329395
GCA_934754735.1,Bacteria,Cyanobacteriota,Vampirovibrionia,Gastranaerophilales,Gastranaerophilaceae,CAG-196,CAG-196 sp934754735
GCA_934567115.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,ER4,ER4 sp934567115
GCA_934162255.1,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,CAG-269,CAG-269 sp934162255
GCA_905200315.1,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,Merdicola,Merdicola sp905200315
GCA_902766965.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,DTU072,CAG-1782,CAG-1782 sp002349735
GCA_934630705.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,CAG-74,RUG563,RUG563 sp934630705
GCA_000433415.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,CAG-272,CAG-448,CAG-448 sp000433415
GCA_934476085.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,RUG11462,RUG11462 sp934476085
GCA_900772445.1,Bacteria,Bacillota,Bacilli,RF39,UBA660,HGM10818,HGM10818 sp900772445
GCA_934086145.1,Bacteria,Bacillota,Bacilli,RF39,UBA660,Coprovivens,Coprovivens sp934086145
GCA_934432595.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,SIG301,SIG301 sp934432595
GCA_934086185.1,Bacteria,Bacillota,Bacilli,RF39,UBA660,UMGS1124,UMGS1124 sp934086185
GCA_900544335.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A,Duodenibacillus,Duodenibacillus sp900544335
GCA_934444365.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,CAKSCM01,CAKSCM01 sp934444365
GCA_934646115.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,JAAYXM01,RGIG7332,RGIG7332 sp934646115
GCF_000210895.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Pasteurellaceae,Haemophilus_D,Haemophilus_D parainfluenzae_A
GCA_003150225.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,QAND01,QAND01,QAND01 sp003150225
GCA_934777245.1,Bacteria,Cyanobacteriota,Vampirovibrionia,Gastranaerophilales,Gastranaerophilaceae,CAG-196,CAG-196 sp934777245
GCA_934668765.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Helicobacteraceae,NHYM01,NHYM01 sp934668765
GCA_019420045.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Butyricicoccaceae,Pseudobutyricicoccus,Pseudobutyricicoccus sp019420045
GCA_905198755.1,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,HGM13634,HGM13634 sp905198755
GCA_900549725.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,CAG-272,UMGS1225,UMGS1225 sp900549725
GCA_900556295.1,Bacteria,Cyanobacteriota,Vampirovibrionia,Gastranaerophilales,Gastranaerophilaceae,Stercorousia,Stercorousia sp900556295
GCA_934481375.1,Bacteria,Bacillota_A,Clostridia,UBA1381,UBA1381,UBA4716,UBA4716 sp934481375
GCA_000432835.1,Bacteria,Bacillota,Bacilli,RF39,UBA660,CAG-417,CAG-417 sp000432835
GCF_018917145.1,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium_AN,Clostridium_AN bornimense_A
GCA_021641325.1,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,CAG-312,Merdousia,Merdousia sp021641325
GCF_000020225.1,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia muciniphila
GCA_001701165.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-873,CAG-873 sp001701165
GCA_000434895.1,Bacteria,Bacillota_C,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium_A,Phascolarctobacterium_A succinatutens_A
GCF_002287135.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Helicobacteraceae,Helicobacter_F,Helicobacter_F sp002287135
GCF_006542665.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes communis
GCA_900761555.1,Bacteria,Bacillota,Bacilli,RF39,UBA660,CAG-1000,CAG-1000 sp900761555
GCA_934100165.1,Bacteria,Bacillota,Bacilli,RF39,UBA660,RUG13868,RUG13868 sp934100165
GCA_900544445.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Eisenbergiella,Eisenbergiella intestinigallinarum
GCF_000153925.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter torques
GCA_900772435.1,Bacteria,Bacillota,Bacilli,RF39,UBA660,CAG-1000,CAG-1000 sp900772435
GCF_009696275.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Eisenbergiella,Eisenbergiella porci
GCF_003434055.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster aldenensis
GCA_900549055.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,UBA737,UBA737 sp900549055
GCF_002234575.2,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae
GCF_004154955.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,Intestinimonas,Intestinimonas butyriciproducens
GCF_014287895.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,NSJ-51,NSJ-51 sp900549795
GCF_001244995.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,Intestinimonas,Intestinimonas massiliensis
GCA_019113175.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Eisenbergiella,Eisenbergiella stercoravium
GCA_000434015.1,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,CAG-492,CAG-492 sp000434015
GCF_002159845.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,Anaeromassilibacillus,Anaeromassilibacillus stercoravium
GCA_934434905.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,14-2,14-2 sp934434905
GCA_900554485.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,Borkfalkiaceae,UBA10281,UBA10281 sp900554485
GCF_902364025.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster lavalensis
GCA_934162325.1,Bacteria,Bacillota,Bacilli,RF39,UBA660,CAG-302,CAG-302 sp934162325
GCF_000466485.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Clostridium_Q,Clostridium_Q symbiosum
GCA_934647945.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,UMGS1623,UMGS1623 sp934647945
GCF_900120005.1,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Holdemania,Holdemania sp900120005
GCA_000509105.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Muricomes,Muricomes sp000509105
GCA_934101575.1,Bacteria,Bacillota,Bacilli,RF39,UBA660,UMGS1449,UMGS1449 sp934101575
GCA_025144665.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes_A,Alistipes_A ihumii
GCA_003150175.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Paratractidigestivibacter,Paratractidigestivibacter sp003150175
GCF_000146185.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,Lachnospira eligens
GCF_003478335.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Butyribacter,Butyribacter sp003529475
GCA_900759875.1,Bacteria,Bacillota,Bacilli,RF39,UBA660,RUG705,RUG705 sp900759875
GCA_900547225.1,Bacteria,Bacillota,Bacilli,RF39,UBA660,Aphodocola,Aphodocola sp900547225
GCA_000438075.1,Bacteria,Bacillota,Bacilli,RF39,UBA660,Onthocola_B,Onthocola_B sp000438075
GCA_934373375.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Merdisoma,Merdisoma sp934373375
GCA_001765415.1,Bacteria,Cyanobacteriota,Vampirovibrionia,Gastranaerophilales,Gastranaerophilaceae,Stercorousia,Stercorousia sp001765415
GCA_900539375.1,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp900539375
GCA_934292725.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,KLE1615,KLE1615 sp934292725
GCA_900550005.1,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Coprobacillaceae,Beduini,Beduini sp900550005
GCF_023051165.1,Bacteria,Bacillota_C,Negativicutes,Veillonellales,Veillonellaceae,Veillonella_A,Veillonella_A sp000431435
GCA_900544635.1,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Caccocola,Caccocola faecigallinarum
GCF_000210055.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Gordonibacter,Gordonibacter pamelaeae
GCA_001304995.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Anaerotignaceae,Anaerotignum,Anaerotignum sp001304995
GCF_003471165.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,Blautia_A sp003471165
GCA_905192935.1,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Mailhella,Mailhella sp905192935
GCA_902362435.1,Bacteria,Bacillota_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,Lentihominibacter,Lentihominibacter sp900066305
GCF_006384255.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Pasteurellaceae,Haemophilus,Haemophilus seminalis
GCA_900771975.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900771975
GCA_902399855.1,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Faecalicoccus,Faecalicoccus sp900546545
GCA_002314265.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,UBA1820,Merdimorpha,Merdimorpha sp002314265
GCF_004519295.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Cellulomonadaceae,Cellulosimicrobium,Cellulosimicrobium funkei
GCA_904374465.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,Gemmiger,Gemmiger sp904374465
GCF_000372405.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas_A,Porphyromonas_A somerae
GCA_003241315.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Lawsonella,Lawsonella clevelandensis_A
GCA_900768465.1,Bacteria,Pseudomonadota,Alphaproteobacteria,RF32,CAG-977,UBA2903,UBA2903 sp900768465
GCF_900637555.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A,Lautropia,Lautropia mirabilis
GCA_018376445.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Lawsonella,Lawsonella sp018376445
GCA_000437755.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-303,CAG-303 sp000437755
GCF_003122485.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Eubacterium_I,Eubacterium_I ramulus_A
GCA_900545175.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-882,CAG-882 sp900545175
GCA_934307065.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Bariatricus,Bariatricus sp934307065
GCF_014384965.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Butyribacter,Butyribacter hominis
GCF_002849695.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis_A
GCA_934364795.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,Blautia_A sp934364795
GCA_905214375.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Pasteurellaceae,Haemophilus_D,Haemophilus_D sp905214375
GCA_019419725.1,Bacteria,Bacillota_C,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella sp019419725
GCA_905193085.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,CAJJNI01,CAJJNI01 sp905193085
GCA_022737715.1,Bacteria,Bacillota_C,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella sp022737715
GCA_000432275.1,Bacteria,Pseudomonadota,Alphaproteobacteria,RF32,CAG-239,CAZU01,CAZU01 sp000432275
GCA_902834965.1,Bacteria,Bacillota_C,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella sp902834965
GCF_000184945.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella buccae
GCA_900770515.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900770515
GCF_900143685.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Parolsenella,Parolsenella massiliensis
GCA_934149075.1,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,CAG-269,CAG-269 sp934149075
GCA_934320645.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Bariatricus,Bariatricus sp934320645
GCF_001486165.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,Bittarella,Bittarella massiliensis
GCF_900604355.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Luxibacter,Luxibacter massiliensis
GCF_000233955.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Paraprevotella,Paraprevotella clara
GCF_013393365.1,Bacteria,Bacillota_C,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella nakazawae
GCA_015255025.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Pasteurellaceae,Haemophilus_D,Haemophilus_D sp015255025
GCF_001434985.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus paralimentarius
GCF_001699815.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia pickettii_B
GCF_023472875.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,Neisseria perflava
GCA_900542495.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia sp900542495
GCA_900769355.1,Bacteria,Cyanobacteriota,Vampirovibrionia,Gastranaerophilales,Gastranaerophilaceae,Stercorousia,Stercorousia sp900769355
GCA_001916065.1,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,CAG-269,CAG-269 sp001916065
GCA_021640525.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella copri_C
GCF_900130125.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides congonensis
GCF_014634805.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc falkenbergense
GCF_000829035.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei
GCF_000165735.1,Bacteria,Bacillota_C,Negativicutes,Veillonellales,Megasphaeraceae,Anaeroglobus,Anaeroglobus micronuciformis
